AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,household_key,sales,baskets,active_weeks,avg_basket_value
25-34,A,75-99K,Homeowner,2 Adults Kids,3,1,2147,5706.01,96,67,59.43760416666667
25-34,A,150-174K,Homeowner,2 Adults Kids,4,2,58,10367.080000000007,268,90,38.683134328358236
25-34,A,50-74K,Probable Owner,Single Female,2,None/Unknown,1488,3246.920000000002,76,52,42.72263157894739
45-54,U,150-174K,Unknown,2 Adults Kids,3,1,1979,1146.6699999999998,101,65,11.353168316831681
35-44,U,15-24K,Unknown,Single Female,1,None/Unknown,2069,2068.1700000000005,89,51,23.237865168539333
35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+,2116,12228.090000000006,224,93,54.589687500000025
25-34,U,50-74K,Unknown,Unknown,5+,3+,1985,8605.360000000006,156,76,55.16256410256414
35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,49,6445.030000000003,121,65,53.26471074380168
35-44,A,Under 15K,Homeowner,1 Adult Kids,3,1,2092,2290.540000000001,122,49,18.774918032786893
45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1524,2800.81,60,37,46.680166666666665
19-24,U,50-74K,Probable Owner,2 Adults No Kids,2,None/Unknown,428,3361.43,95,63,35.38347368421052
65+,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,2183,4093.1199999999994,173,79,23.659653179190748
45-54,U,Under 15K,Homeowner,Single Male,1,None/Unknown,1326,8831.210000000006,394,86,22.41423857868022
65+,B,25-34K,Unknown,Single Female,1,None/Unknown,391,1412.64,49,24,28.829387755102044
25-34,A,100-124K,Homeowner,2 Adults Kids,4,2,170,2024.5100000000002,45,33,44.989111111111114
19-24,A,200-249K,Unknown,2 Adults No Kids,2,None/Unknown,941,2206.0600000000004,122,61,18.082459016393447
65+,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,802,2154.4300000000003,59,51,36.51576271186441
25-34,A,15-24K,Homeowner,1 Adult Kids,3,1,1437,4775.56,99,61,48.237979797979804
45-54,U,35-49K,Homeowner,1 Adult Kids,4,3+,319,3758.500000000001,109,64,34.4816513761468
45-54,A,25-34K,Homeowner,Single Female,2,None/Unknown,981,1394.1100000000001,36,31,38.725277777777784
45-54,U,75-99K,Probable Owner,Single Female,1,None/Unknown,469,7748.490000000005,165,74,46.96054545454549
35-44,A,Under 15K,Renter,Unknown,3,1,249,2823.230000000001,137,69,20.60751824817519
55-64,A,50-74K,Homeowner,Single Female,2,None/Unknown,1980,4443.1500000000015,54,45,82.28055555555558
45-54,A,50-74K,Homeowner,2 Adults Kids,4,2,1300,2959.650000000002,84,52,35.23392857142859
19-24,B,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,1580,1771.0200000000002,201,62,8.811044776119404
35-44,U,35-49K,Unknown,2 Adults Kids,5+,3+,1759,4009.6200000000003,219,63,18.308767123287673
55-64,A,100-124K,Homeowner,2 Adults Kids,3,1,2181,3074.4500000000016,55,36,55.89909090909094
45-54,A,150-174K,Homeowner,2 Adults Kids,5+,3+,2421,8749.760000000007,81,67,108.02172839506181
45-54,A,75-99K,Homeowner,Unknown,3,1,2496,4339.660000000002,63,48,68.88349206349208
25-34,U,25-34K,Unknown,1 Adult Kids,3,2,257,2689.9900000000002,122,63,22.04909836065574
55-64,B,175-199K,Homeowner,Single Female,1,None/Unknown,2282,1103.88,79,54,13.973164556962027
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2243,4019.7100000000014,44,38,91.35704545454549
45-54,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,2347,3232.55,93,54,34.758602150537634
65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2100,3185.3100000000004,71,50,44.86352112676057
25-34,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1069,3433.270000000001,55,46,62.423090909090924
65+,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,2140,1567.89,51,32,30.74294117647059
45-54,U,50-74K,Homeowner,2 Adults Kids,3,1,1257,1389.1200000000001,31,24,44.81032258064516
45-54,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1820,4208.080000000001,77,42,54.650389610389624
35-44,U,35-49K,Unknown,Single Male,1,None/Unknown,593,646.4,57,40,11.340350877192982
65+,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,370,3386.7800000000007,133,42,25.464511278195495
